"","Sample_SQ24023853-R24009771LD01-2021415KP.sorted"
"chr1-215797783-216017833",23579.24
"chr1-216017833-216230489",23296.44
"chr1-216230489-216440027",22473.19
"chr1-216440027-216651601",23061.86
"chr1-216651601-216859137",22657.69
"chr1-216859137-217067024",22639.35
"chr1-217067024-217277996",22666.09
"chr1-217277996-217497236",23512.96
"chr1-217497236-217720999",24335.6
"chr1-217720999-217931261",22609.4
"chr1-217931261-218151937",22948.33
"chr1-218151937-218363930",22544.1
"chr1-218363930-218582903",23417.84
"chr1-218582903-218804630",23564.72
"chr1-218804630-219015570",22708.03
"chr1-219015570-219227522",23127.82
"chr1-219227522-219439004",23032.86
"chr1-219439004-219670309",25476.89
"chr1-219670309-219907887",25540.8
"chr1-219907887-220141886",24442.82
"chr1-220141886-220363201",23366.27
"chr1-220363201-220581274",23258.6
"chr1-220581274-220803808",23448.71
"chr1-220803808-221018921",23024.15
"chr1-221018921-221236265",23402.67
"chr1-221236265-221456790",23453.31
"chr1-221456790-221668558",22855.14
"chr1-221668558-221875345",22420.41
"chr1-221875345-222099099",23846.74
"chr1-222099099-222316909",23088.5
"chr1-222316909-222581744",27579.98
"chr1-222581744-222801684",23534.58
"chr1-222801684-223031624",24181.54
"chr1-223031624-223252233",23837.7
"chr1-223252233-223483839",24703.27
"chr1-223483839-223752882",23321.7
"chr1-224100934-224353043",25319.44
"chr1-224353043-224578430",23651.32
"chr1-224578430-224789549",23034.26
"chr1-224789549-225025410",25289.48
"chr1-225025410-225278686",27304.55
"chr1-225278686-225502601",23432.25
"chr1-225502601-225729250",24188.93
"chr1-225729250-225967810",24207.59
"chr1-225967810-226212313",24742.81
"chr1-226212313-226440905",23311.78
"chr1-226657963-226884061",23883.39
"chr1-226884061-227104262",23397.78
"chr1-227104262-227326552",23278.78
"chr1-227326552-227571368",25852.51
"chr1-227801419-228037679",24565.57
"chr1-228037679-228252601",22612.61
"chr1-228252601-228463752",22977.04
"chr1-228785943-229002543",23259.17
"chr1-229219537-229447169",23541.15
"chr1-229447169-229671079",22880.62
"chr1-229671079-229888615",22351.47
"chr1-229888615-230101744",22848.83
"chr1-230101744-230314478",22565.58
"chr1-230314478-230535899",23256.72
"chr1-230535899-230754257",23986.27
"chr1-230754257-230965697",103784.28
"chr1-230965697-231189414",23653.16
"chr1-231189414-231410963",22917.84
"chr1-231410963-231641078",24069.16
"chr1-231641078-231865290",24012.77
"chr1-231865290-232090393",23991.88
"chr1-232090393-232310901",23160.8
"chr1-232310901-232522917",22662.5
"chr1-232522917-232736853",25199.35
"chr1-232736853-232954063",23498.16
"chr1-233170657-233386378",23254.45
"chr1-233386378-233600419",22787.56
"chr1-233600419-233823713",23370.63
"chr1-233823713-234045393",23320.95
"chr1-234045393-234268862",21076.14
"chr1-234268862-234487004",23060.32
"chr1-234487004-234701342",22629.86
"chr1-234943744-235177854",23612.8
"chr1-235177854-235424789",25132.46
"chr1-235880579-236114275",24539.52
"chr1-236114275-236345154",24138.54
"chr1-236345154-236578859",23889.68
"chr1-236578859-236803575",23662.4
"chr1-236803575-237027670",23678.68
"chr1-237027670-237251454",23691.77
"chr1-237251454-237466599",23010.3
"chr1-237466599-237687896",23585.33
"chr1-237687896-237903661",23283.26
"chr1-238128407-238344008",23060.68
"chr1-238344008-238560239",23233.58
"chr1-238560239-238775524",22954.87
"chr1-238775524-238994995",23631.93
"chr1-238994995-239211285",23307.72
"chr1-239211285-239422293",22643.98
"chr1-239422293-239649097",24188.08
"chr1-239649097-239858967",22951.11
"chr1-239858967-240075430",22935.47
"chr1-240075430-240298444",23351.13
"chr1-240298444-240514797",22950.06
"chr1-240514797-240744059",23649.67
"chr1-240744059-240969748",24177.84
"chr1-240969748-241186997",23025.39
"chr1-241186997-241402367",22490.73
"chr1-241402367-241621781",23368.15
"chr1-241621781-241839417",22997.66
"chr1-241839417-242086036",24905.4
"chr1-242378141-242605476",24167.1
"chr1-242605476-242840300",24926.07
"chr1-243279695-243493385",11396.84
"chr1-243493385-243710561",11435.46
"chr1-243710561-243931309",13270.8
"chr1-243931309-244143253",22904.18
"chr1-244143253-244362399",23054.32
"chr1-244362399-244598925",24693.24
"chr1-244598925-244835707",24448.81
"chr1-244835707-245067832",23430.41
"chr1-245067832-245295312",23794.41
"chr1-245295312-245517598",12285.59
"chr1-245517598-245741730",12603.87
"chr1-245741730-245961775",23608.17
"chr1-245961775-246179968",23612.4
"chr1-246179968-246408031",24535.82
"chr1-246408031-246643882",24202.6
"chr1-246643882-246884295",25162.01
"chr1-246884295-247134525",25102.11
"chr1-247134525-247368936",24459.97
"chr1-247368936-247598688",24071.3
"chr1-247598688-247832097",24706.08
"chr1-247832097-248083666",26422.74
"chr1-248083666-248337884",27101.4
"chr2-239258-458039",23702.22
"chr2-665376-887302",16631.33
"chr2-1104228-1327045",19677.9
"chr2-1327045-1562297",11966.56
"chr2-1562297-1788878",25001.67
"chr2-1788878-1999562",22673.05
"chr2-1999562-2221288",23844.76
"chr2-2221288-2435826",22831.01
"chr2-2435826-2647122",22864.48
"chr2-2647122-2860347",22923.96
"chr2-2860347-3074716",23106.64
"chr2-3074716-3293692",24395.8
"chr2-3293692-3517952",17097.76
"chr2-3517952-3741157",24560.19
"chr2-3741157-3970093",24391.43
"chr2-3970093-4193874",24347.88
"chr2-4193874-4407204",22278.79
"chr2-4407204-4619116",22860.27
"chr2-4619116-4842425",23899.7
"chr2-4842425-5056403",22888
"chr2-5056403-5270468",22647.98
"chr2-5270468-5480547",22194.6
"chr2-5480547-5712250",24795.31
"chr2-5712250-5926952",23058.75
"chr2-5926952-6136415",22685.42
"chr2-6136415-6353868",22779.41
"chr2-6353868-6562408",22249.34
"chr2-6562408-6769395",21951.8
"chr2-6769395-6981116",22887.87
"chr2-6981116-7192980",23050.28
"chr2-7192980-7402960",22767.84
"chr2-7402960-7612986",22764.93
"chr2-7612986-7823930",22282.09
"chr2-7823930-8035064",22778.31
"chr2-8035064-8251344",22931.18
"chr2-8251344-8460804",22699.69
"chr2-8460804-8669279",22446.22
"chr2-8669279-8880872",22307.21
"chr2-8880872-9110619",24529.3
"chr2-9110619-9330659",22940.6
"chr2-9330659-9555213",23749.06
"chr2-9555213-9780312",23222.43
"chr2-9780312-10008321",23984.29
"chr2-10008321-10237422",23560.11
"chr2-10237422-10450706",22490.85
"chr2-10450706-10672658",23004.6
"chr2-10672658-10903797",23856.47
"chr2-10903797-11125666",24049.54
"chr2-11125666-11350794",23427.02
"chr2-11350794-11573252",23414.31
"chr2-11573252-11789291",23075.36
"chr2-11789291-12010347",24013.92
"chr2-12010347-12223421",23162.96
"chr2-12223421-12432637",22557.23
"chr2-12432637-12658318",23986.63
"chr2-12658318-12867741",22506.28
"chr2-12867741-13079424",22936.56
"chr2-13079424-13293930",23386.24
"chr2-13293930-13528451",26341.98
"chr2-13528451-13756789",24637.47
"chr2-13756789-13976385",23581.12
"chr2-13976385-14196207",23861.64
"chr2-14196207-14409028",22812.51
"chr2-14409028-14630506",23660.31
"chr2-14630506-14846078",22937.97
"chr2-14846078-15063981",23495.2
"chr2-15063981-15278093",23243.59
"chr2-15278093-15498643",23693.48
"chr2-15498643-15715817",23376.69
"chr2-15715817-15931141",22463.29
"chr2-15931141-16154363",22959.11
"chr2-16371047-16578505",22569
"chr2-16578505-16791459",22862.34
"chr2-16791459-17014277",24405.09
"chr2-17014277-17227625",22990.63
"chr2-17227625-17445057",23488.31
"chr2-17445057-17658430",22864.71
"chr2-17658430-17873554",22616.58
"chr2-17873554-18105414",24694.08
"chr2-18105414-18327682",24353.97
"chr2-18327682-18536672",22907.28
"chr2-18536672-18754909",23954.01
"chr2-18754909-18970706",22999.73
"chr2-18970706-19192670",24091.03
"chr2-19192670-19416411",24257.11
"chr2-19416411-19629305",22634.5
"chr2-19629305-19836743",22616.1
"chr2-19836743-20057508",23495.57
"chr2-20057508-20274771",22862.9
"chr2-20274771-20497495",23103.56
"chr2-20497495-20706905",22745
"chr2-20706905-20931597",24115.5
"chr2-20931597-21142662",23530.21
"chr2-21142662-21364800",23922.94
"chr2-21364800-21578645",22843.64
"chr2-21578645-21786737",22436.33
"chr2-21786737-22001373",23393.45
"chr2-22001373-22217034",23221.46
"chr2-22432419-22643033",22849.46
"chr2-22643033-22856599",22874.06
"chr2-22856599-23070639",23326.83
"chr2-23070639-23288737",23340.79
"chr2-23288737-23499110",22578.24
"chr2-23499110-23706568",22085.05
"chr2-23706568-23941274",24075.43
"chr2-23941274-24185763",24527.87
"chr2-24185763-24419680",24328.09
"chr2-24872505-25105549",23937.56
"chr2-25105549-25332243",23311.91
"chr2-25332243-25560690",23729.32
"chr2-25560690-25792909",24081.1
"chr2-25792909-26040998",25193.71
"chr2-26040998-26271890",23679.96
"chr2-26271890-26495291",23446.6
"chr2-26495291-26707421",22817.87
"chr2-26707421-26934229",25537.07
"chr2-26934229-27155372",22959.86
"chr2-27155372-27388856",24217.24
"chr2-27388856-27630948",24872.2
"chr2-27630948-27855718",23384.14
"chr2-27855718-28072655",23547.73
"chr2-28072655-28293339",23330.63
"chr2-28293339-28509157",22981.42
"chr2-28509157-28727126",23285.45
"chr2-28727126-28957068",23656.3
"chr2-28957068-29174604",23160.63
"chr2-29174604-29385128",23079.04
"chr2-29385128-29595808",22518.78
"chr2-29595808-29807815",23203.71
"chr2-29807815-30019993",23021.19
"chr2-30019993-30238831",23246.69
"chr2-30238831-30456336",22752.55
"chr2-30456336-30674990",23275.58
"chr2-30674990-30897663",24391.65
"chr2-30897663-31111195",23472.95
"chr2-31111195-31324492",23386.27
"chr2-31324492-31547769",24094.91
"chr2-31547769-31784757",25450.45
"chr2-31784757-32022192",25215.91
"chr2-32022192-32271029",24929.85
"chr2-32271029-32508663",23927.99
"chr2-32508663-32741192",24393.77
"chr2-32966730-33192145",24022.89
"chr2-33192145-33416636",23569.19
"chr2-33416636-33638320",23535.92
"chr2-34094027-34312416",23512.48
"chr2-34312416-34533749",23902.98
"chr2-34533749-34772378",25271.18
"chr2-34772378-34991658",23865.02
"chr2-34991658-35214436",24285.26
"chr2-35214436-35434324",23809.71
"chr2-35434324-35657314",23647.63
"chr2-35657314-35880059",22745.59
"chr2-35880059-36104124",24017.71
"chr2-36332191-36537565",20761.59
"chr2-36537565-36756580",23160.28
"chr2-36756580-36988514",23905.38
"chr2-36988514-37217152",23470.58
"chr2-37217152-37438581",23511.25
"chr2-37438581-37654638",22941.95
"chr2-37654638-37873084",23325.3
"chr2-37873084-38104493",24852.38
"chr2-38104493-38323185",23612.32
"chr2-38323185-38559272",24321.49
"chr2-38559272-38800910",24644.04
"chr2-38800910-39022954",23489.99
"chr2-39022954-39254860",23889.12
"chr2-39254860-39473717",22972.62
"chr2-39473717-39697684",23921.76
"chr2-39697684-39915682",23662.72
"chr2-39915682-40142590",24591.83
"chr2-40142590-40358794",23517.47
"chr2-40358794-40569484",22701.47
"chr2-40569484-40784684",24063.37
"chr2-40996348-41212393",23485.39
"chr2-41212393-41432830",24134.08
"chr2-41432830-41654741",23792.89
"chr2-41654741-41870058",23278.36
"chr2-41870058-42085914",23222.73
"chr2-42085914-42306052",22827.68
"chr2-42306052-42537865",23635.53
"chr2-42537865-42778637",24258.47
"chr2-42778637-43003955",23842.9
"chr2-43003955-43226648",22941.5
"chr2-43226648-43446425",23396.99
"chr2-43446425-43675759",24193.3
"chr2-43675759-43898309",23929.82
"chr2-43898309-44126867",24126.42
"chr2-44126867-44357894",23379.28
"chr2-44357894-44578149",23434.97
"chr2-44578149-44798993",23373
"chr2-44798993-45010893",22632.45
"chr2-45010893-45237718",24643.13
"chr2-45237718-45449290",22587.59
"chr2-45449290-45659741",22649.56
"chr2-45659741-45871828",22742.46
"chr2-45871828-46082419",22605.46
"chr2-46082419-46297487",23041.11
"chr2-46297487-46507917",22621.48
"chr2-46507917-46725860",23116.36
"chr2-46725860-46943477",23186.86
"chr2-46943477-47165098",23324.33
"chr2-47165098-47399590",23808.78
"chr2-47399590-47628968",24124.38
"chr2-47628968-47864151",24099.67
"chr2-47864151-48097107",24755.51
"chr2-48097107-48320187",23647.02
"chr2-48320187-48545239",23643.79
"chr2-48545239-48779645",24528.3
"chr2-48779645-48992994",22953.5
"chr2-48992994-49212546",24004.11
"chr2-49443461-49663291",23473.81
"chr2-49663291-49879050",23111.28
"chr2-49879050-50091082",22928.7
"chr2-50091082-50299839",22951.68
"chr2-50299839-50509416",22492.62
"chr2-50716036-50922815",22863.75
"chr2-50922815-51129962",22409.72
"chr2-51129962-51345801",23309.72
"chr2-51345801-51572703",24342.1
"chr2-51572703-51791815",23926.99
"chr2-51791815-52012156",23611.25
"chr2-52012156-52230436",23649.28
"chr2-52230436-52448474",23418.79
"chr2-52448474-52666205",19375.23
"chr2-52666205-52879196",22759.31
"chr2-52879196-53098264",23504.77
"chr2-53098264-53317475",23967.31
"chr2-53317475-53536845",23598.95
"chr2-53536845-53762006",23716.22
"chr2-53762006-53987692",23515.06
"chr2-53987692-54219193",24211.92
"chr2-54219193-54430747",22785.52
"chr2-54645165-54856247",22359.96
"chr2-54856247-55067357",22614.17
"chr2-55067357-55295823",23578.23
"chr2-55295823-55533205",24460.52
"chr2-55533205-55774541",24803.81
"chr2-55774541-56000283",24251.21
"chr2-56000283-56226437",24498.04
"chr2-56226437-56444689",23171.34
"chr2-56444689-56675158",25126.39
"chr2-56675158-56897389",23959.69
"chr2-56897389-57117022",23570.89
"chr2-57117022-57350559",25002.79
"chr2-57350559-57569669",23670.9
"chr2-57790913-57999786",22630.02
"chr2-57999786-58222575",23783.05
"chr2-58222575-58447471",24081.2
"chr2-58447471-58658692",22748.17
"chr2-58658692-58869498",22940.36
"chr2-58869498-59076997",22745.87
"chr2-59076997-59295939",23658.25
"chr2-59295939-59514218",23316.41
"chr2-59514218-59729892",23196.76
"chr2-59729892-59936098",22164.76
"chr2-59936098-60163562",24574.86
"chr2-60163562-60380936",23066.02
"chr2-60380936-60592988",23010.65
"chr2-60592988-60823851",23604.36
"chr2-60823851-61056435",24306.25
"chr2-61056435-61287312",23877.46
"chr2-61287312-61520006",23452.24
"chr2-61520006-61763842",24390.03
"chr2-61763842-62004936",24219.29
"chr2-62004936-62233279",23652.42
"chr2-62233279-62464340",23703.28
"chr2-62464340-62709258",26105.55
"chr2-62709258-62933387",23869.69
"chr2-62933387-63155272",23479.66
"chr2-63155272-63384173",24602.04
"chr2-63384173-63623022",25385.2
"chr2-63623022-63847465",24298.66
"chr2-63847465-64073676",24550.8
"chr2-64073676-64296771",23802.14
"chr2-64296771-64506795",23235.23
"chr2-64506795-64722499",23078.32
"chr2-64722499-64945947",23307.12
"chr2-64945947-65178764",23800.38
"chr2-65178764-65409271",24039.33
"chr2-65409271-65636465",23442.66
"chr2-65636465-65846884",22727.02
"chr2-65846884-66069358",23913.41
"chr2-66069358-66302264",25006.69
"chr2-66302264-66521224",23081.34
"chr2-66521224-66750268",24360.99
"chr2-66750268-66963680",23118.11
"chr2-66963680-67175448",23069.38
"chr2-67175448-67399540",24224.25
"chr2-67399540-67616075",23150.98
"chr2-67616075-67834296",23755.17
"chr2-68051701-68273645",23186.22
"chr2-68273645-68498754",23657.66
"chr2-68498754-68730413",24897.28
"chr2-68730413-68941322",22666.62
"chr2-68941322-69151541",22452.49
"chr2-69151541-69366130",23049.83
"chr2-69366130-69596470",23975.35
"chr2-69596470-69826725",24489.94
"chr2-69826725-70047517",23177.52
"chr2-70047517-70303331",25311.59
"chr2-70303331-70525489",24020.86
"chr2-70525489-70741875",23043.98
"chr2-70741875-70965977",23747.59
"chr2-70965977-71223494",27213.87
"chr2-71223494-71455629",24902.6
"chr2-71455629-71667910",22794.31
"chr2-71667910-71873994",22556.47
"chr2-71873994-72097299",23833.51
"chr2-72097299-72311296",22759.46
"chr2-72311296-72539448",24568.98
"chr2-72539448-72763672",23710.73
"chr2-72763672-72976728",22207.8
"chr2-72976728-73206266",24230.05
"chr2-73206266-73422779",22525.25
"chr2-73422779-73675462",27152.05
"chr2-73938395-74158775",23148.41
"chr2-74158775-74382585",23235.25
"chr2-74382585-74605543",23014.09
"chr2-74605543-74831570",23844.56
"chr2-74831570-75050959",23424.3
"chr2-75269758-75490537",23908.22
"chr2-75490537-75703549",22527.68
"chr2-75703549-75925779",23497.3
"chr2-75925779-76151923",24211.43
"chr2-76151923-76373556",23907.91
"chr2-76373556-76589785",23270.82
"chr2-76589785-76825773",25524.68
"chr2-76825773-77041159",23408.3
"chr2-77041159-77270951",24662.67
"chr2-77270951-77479804",22778.7
"chr2-77479804-77716759",25791.64
"chr2-77716759-77940826",24159.99
"chr2-77940826-78155655",23029.07
"chr2-78155655-78373547",23910.77
"chr2-78373547-78590734",23675.71
"chr2-78590734-78814691",23951.46
"chr2-78814691-79024185",22645.43
"chr2-79024185-79254823",24506.5
"chr2-79254823-79475952",23775.15
"chr2-79475952-79684847",22388.48
"chr2-79684847-79900796",23012.6
"chr2-79900796-80114477",22923.14
"chr2-80114477-80328802",23312.24
"chr2-80328802-80535693",22285.56
"chr2-80535693-80749870",23581.4
"chr2-80749870-80968049",23344.95
"chr2-80968049-81180561",22885
"chr2-81180561-81401360",23891.66
"chr2-81401360-81614312",23046.46
"chr2-81831019-82055943",24173.17
"chr2-82055943-82268434",22767.19
"chr2-82268434-82480279",23069.16
"chr2-82480279-82693523",23390.82
"chr2-82906838-83130231",23713.11
"chr2-83130231-83345234",23496.23
"chr2-83345234-83564109",23636.58
"chr2-83564109-83781310",23289.52
"chr2-83781310-84005153",23966.88
"chr2-84005153-84219110",23210.46
"chr2-84219110-84451954",25264.16
"chr2-84451954-84679395",24591.13
"chr2-84679395-84894911",22808.38
"chr2-85134940-85362929",23587.26
"chr2-85362929-85603289",24930.24
"chr2-85603289-85823922",22445.45
"chr2-85823922-86049739",23773.3
"chr2-86049739-86274486",23713.39
"chr2-86274486-86488505",22833.85
"chr2-86488505-86751513",26924.44
"chr2-88185505-88410003",23481.59
"chr2-88410003-88638998",23750.44
"chr2-88638998-88884113",27115.36
"chr2-96239307-96483904",25585.28
"chr2-96483904-96705280",23141.83
"chr2-96705280-96937511",23536.2
"chr2-97666950-97890749",24069.62
"chr2-97890749-98117168",23498.37
"chr2-98117168-98334487",23171.27
"chr2-98334487-98550416",23073.94
"chr2-98550416-98767399",23117.33
"chr2-98767399-98990445",23307.01
"chr2-98990445-99238848",25747.69
"chr2-99238848-99470478",24485.74
"chr2-99470478-99694915",23018.31
"chr2-99694915-99911407",23124.47
"chr2-99911407-100143607",25214.67
"chr2-100143607-100362580",23475.15
"chr2-100362580-100592841",23820.97
"chr2-100592841-100810518",23384.42
"chr2-100810518-101026020",22919.02
"chr2-101026020-101265454",24657.8
"chr2-101265454-101495536",24134.32
"chr2-101495536-101726077",23644.31
"chr2-101726077-101941232",23025.19
"chr2-101941232-102151036",22574.1
"chr2-102151036-102364543",22313.16
